date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:29	9636/9636	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2007:09:15%20GMT	https://demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.3.1	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min64af.js	(from https://demoapus1.com/boxcar/)
22:48:29	3037/3037	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2007:09:15%20GMT	https://demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.3.1	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mined84.js	(from https://demoapus1.com/boxcar/)
22:48:29	1845/1845	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2007:09:15%20GMT	https://demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.3.1	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minaa02.js	(from https://demoapus1.com/boxcar/)
22:48:30	2139/2139	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2007:09:15%20GMT	https://demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.3.1	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mined84.js	(from https://demoapus1.com/boxcar/)
22:48:31	150296/150296	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202023%2007:09:25%20GMT	https://demoapus1.com/boxcar/wp-content/plugins/wp-cardealer/assets/js/chart.min.js?ver=1.0	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/plugins/wp-cardealer/assets/js/chart.min5152.js	(from https://demoapus1.com/boxcar/)
22:48:32	353893/353893	---MCZ	200	added ('OK')	application/json	date:Fri,%2024%20May%202024%2015:48:26%20GMT	https://demoapus1.com/boxcar/wp-json/wp/v2/pages/24	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-json/wp/v2/pages/24.json	(from https://demoapus1.com/boxcar/)
22:48:33	834/834	---M-Z	200	added ('OK')	text/xml	date:Fri,%2024%20May%202024%2015:48:27%20GMT	https://demoapus1.com/boxcar/xmlrpc.php?rsd	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/xmlrpc0db0.php	(from https://demoapus1.com/boxcar/)
22:48:33	1223089/1223089	---MCZ	200	added ('OK')	application/json	date:Fri,%2024%20May%202024%2015:48:26%20GMT	https://demoapus1.com/boxcar/wp-json/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-json/index.html	(from https://demoapus1.com/boxcar/)
22:48:34	2099/2099	---M-Z	200	added ('OK')	application/json	date:Fri,%2024%20May%202024%2015:48:28%20GMT	https://demoapus1.com/boxcar/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemoapus1.com%2Fboxcar%2F	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-json/oembed/1.0/embed97c2.json	(from https://demoapus1.com/boxcar/)
22:48:35	2499/2499	---M-Z	200	added ('OK')	text/xml	date:Fri,%2024%20May%202024%2015:48:29%20GMT	https://demoapus1.com/boxcar/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemoapus1.com%2Fboxcar%2F&format=xml	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-json/oembed/1.0/embed4ed1	(from https://demoapus1.com/boxcar/)
22:48:35	2519/2519	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Feb%202024%2009:41:24%20GMT	https://demoapus1.com/boxcar/wp-content/themes/boxcar/images/logo-white.svg	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/themes/boxcar/images/logo-white.svg	(from https://demoapus1.com/boxcar/)
22:48:35	2522/2522	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Dec%202023%2007:09:27%20GMT	https://demoapus1.com/boxcar/wp-content/uploads/2023/10/logo.svg	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/uploads/2023/10/logo.svg	(from https://demoapus1.com/boxcar/)
22:48:36	100205/100205	---M-Z	200	added ('OK')	text/html	etag:%2246f9-6650a25a-0;gz%22	https://demoapus1.com/boxcar/login/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/login/index.html	(from https://demoapus1.com/boxcar/)
22:48:36	355401/355401	---M-Z	200	added ('OK')	text/html	etag:%22945d-6650b0c6-0;gz%22	https://demoapus1.com/boxcar/home-5/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-5/index.html	(from https://demoapus1.com/boxcar/)
22:48:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20May%202024%2015:48:30%20GMT	https://demoapus1.com/boxcar/listing/toyota-camry-new	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing/toyota-camry-new	(from https://demoapus1.com/boxcar/)
22:48:37	356785/356785	---M-Z	200	added ('OK')	text/html	etag:%22a09d-6650b0b9-0;gz%22	https://demoapus1.com/boxcar/home-3/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-3/index.html	(from https://demoapus1.com/boxcar/)
22:48:37	349271/349271	---M-Z	200	added ('OK')	text/html	etag:%2292a8-6650b06b-0;gz%22	https://demoapus1.com/boxcar/home-4/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-4/index.html	(from https://demoapus1.com/boxcar/)
22:48:38	344531/344531	---M-Z	200	added ('OK')	text/html	etag:%2298aa-6650ad4b-0;gz%22	https://demoapus1.com/boxcar/home-2/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-2/index.html	(from https://demoapus1.com/boxcar/)
22:48:38	301643/301643	---M-Z	200	added ('OK')	text/html	etag:%228a51-6650af6b-0;gz%22	https://demoapus1.com/boxcar/home-6/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-6/index.html	(from https://demoapus1.com/boxcar/)
22:48:38	329745/329745	---M-Z	200	added ('OK')	text/html	etag:%229619-6650a1e5-0;gz%22	https://demoapus1.com/boxcar/home-8/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-8/index.html	(from https://demoapus1.com/boxcar/)
22:48:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20May%202024%2015:48:32%20GMT	https://demoapus1.com/boxcar/listing-make/audi	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-make/audi	(from https://demoapus1.com/boxcar/)
22:48:39	325239/325239	---M-Z	200	added ('OK')	text/html	etag:%229e19-6650b10d-0;gz%22	https://demoapus1.com/boxcar/home-9/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-9/index.html	(from https://demoapus1.com/boxcar/)
22:48:39	350356/350356	---M-Z	200	added ('OK')	text/html	etag:%228a12-6650a25c-0;gz%22	https://demoapus1.com/boxcar/home-10/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-10/index.html	(from https://demoapus1.com/boxcar/)
22:48:39	4979/4979	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Dec%202023%2007:09:27%20GMT	https://demoapus1.com/boxcar/wp-content/uploads/2023/10/b1.jpg	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/uploads/2023/10/b1.jpg	(from https://demoapus1.com/boxcar/)
22:48:39	313990/313990	---M-Z	200	added ('OK')	text/html	etag:%228cca-6650b0d4-0;gz%22	https://demoapus1.com/boxcar/home-7/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/home-7/index.html	(from https://demoapus1.com/boxcar/)
22:48:40	228245/228245	---M-Z	200	added ('OK')	text/html	etag:%226e01-6650a25e-0;gz%22	https://demoapus1.com/boxcar/listing-v1/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-v1/index.html	(from https://demoapus1.com/boxcar/)
22:48:40	225476/225476	---M-Z	200	added ('OK')	text/html	etag:%226ce8-6650a262-0;gz%22	https://demoapus1.com/boxcar/listing-v3/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-v3/index.html	(from https://demoapus1.com/boxcar/)
22:48:40	226405/226405	---M-Z	200	added ('OK')	text/html	etag:%226cd1-6650a260-0;gz%22	https://demoapus1.com/boxcar/listing-v2/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-v2/index.html	(from https://demoapus1.com/boxcar/)
22:48:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20May%202024%2015:48:34%20GMT	https://demoapus1.com/boxcar/listing-make/bmw	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-make/bmw	(from https://demoapus1.com/boxcar/)
22:48:41	241187/241187	---M-Z	200	added ('OK')	text/html	etag:%226f22-6650a264-0;gz%22	https://demoapus1.com/boxcar/listing-v4/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-v4/index.html	(from https://demoapus1.com/boxcar/)
22:48:41	197010/197010	---M-Z	200	added ('OK')	text/html	etag:%225ec0-6650afb7-0;gz%22	https://demoapus1.com/boxcar/listing-v5/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-v5/index.html	(from https://demoapus1.com/boxcar/)
22:48:41	206262/206262	---M-Z	200	added ('OK')	text/html	etag:%225ffd-6650afc1-0;gz%22	https://demoapus1.com/boxcar/listing-v6/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-v6/index.html	(from https://demoapus1.com/boxcar/)
22:48:41	207235/207235	---M-Z	200	added ('OK')	text/html	etag:%227807-6650a267-0;gz%22	https://demoapus1.com/boxcar/listing/ranger-black-2021/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing/ranger-black-2021/index.html	(from https://demoapus1.com/boxcar/)
22:48:42	205684/205684	---M-Z	200	added ('OK')	text/html	etag:%227839-6650ad63-0;gz%22	https://demoapus1.com/boxcar/listing/toyota-camry-new/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing/toyota-camry-new/index.html	(from https://demoapus1.com/boxcar/)
22:48:42	5877/5877	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Dec%202023%2007:09:27%20GMT	https://demoapus1.com/boxcar/wp-content/uploads/2023/10/b2.jpg	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/uploads/2023/10/b2.jpg	(from https://demoapus1.com/boxcar/)
22:48:42	198125/198125	---M-Z	200	added ('OK')	text/html	etag:%226fff-6650afe1-0;gz%22	https://demoapus1.com/boxcar/listing/mercedes-benz-c-class/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing/mercedes-benz-c-class/index.html	(from https://demoapus1.com/boxcar/)
22:48:42	204505/204505	---M-Z	200	added ('OK')	text/html	etag:%2278fa-6650a269-0;gz%22	https://demoapus1.com/boxcar/listing/ranger-white-2022/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing/ranger-white-2022/index.html	(from https://demoapus1.com/boxcar/)
22:48:43	115314/115314	---M-Z	200	added ('OK')	text/html	etag:%224ad4-6650b066-0;gz%22	https://demoapus1.com/boxcar/blog/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/blog/index.html	(from https://demoapus1.com/boxcar/)
22:48:43	175657/175657	---M-Z	200	added ('OK')	text/html	etag:%226f84-6650aff1-0;gz%22	https://demoapus1.com/boxcar/listing/ford-explorer-2023/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing/ford-explorer-2023/index.html	(from https://demoapus1.com/boxcar/)
22:48:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20May%202024%2015:48:37%20GMT	https://demoapus1.com/boxcar/listing-make/ford	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-make/ford	(from https://demoapus1.com/boxcar/)
22:48:43	110665/110665	---M-Z	200	added ('OK')	text/html	etag:%2252b2-6650b662-0;gz%22	https://demoapus1.com/boxcar/bmw-x6-m50i-is-designed-to-exceed-your-sportiest/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/bmw-x6-m50i-is-designed-to-exceed-your-sportiest/index.html	(from https://demoapus1.com/boxcar/)
22:48:44	8909/8909	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Dec%202023%2007:09:27%20GMT	https://demoapus1.com/boxcar/wp-content/uploads/2023/10/b3.jpg	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/wp-content/uploads/2023/10/b3.jpg	(from https://demoapus1.com/boxcar/)
22:48:44	157019/157019	---M-Z	200	added ('OK')	text/html	etag:%2265ed-6650b06c-0;gz%22	https://demoapus1.com/boxcar/shop/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/shop/index.html	(from https://demoapus1.com/boxcar/)
22:48:44	105236/105236	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20May%202024%2015:48:37%20GMT	https://demoapus1.com/boxcar/blog/?style=full	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/blog/index5cec.html	(from https://demoapus1.com/boxcar/)
22:48:45	132501/132501	---M-Z	200	added ('OK')	text/html	etag:%225251-6650b664-0;gz%22	https://demoapus1.com/boxcar/services/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/services/index.html	(from https://demoapus1.com/boxcar/)
22:48:45	106963/106963	---M-Z	200	added ('OK')	text/html	etag:%2245fa-6650b074-0;gz%22	https://demoapus1.com/boxcar/faqs/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/faqs/index.html	(from https://demoapus1.com/boxcar/)
22:48:45	116866/116866	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20May%202024%2015:48:38%20GMT	https://demoapus1.com/boxcar/blog/?style=list	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/blog/index93bf.html	(from https://demoapus1.com/boxcar/)
22:48:45	94504/94504	---M-Z	200	added ('OK')	text/html	etag:%2242ee-6650b666-0;gz%22	https://demoapus1.com/boxcar/calculator/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/calculator/index.html	(from https://demoapus1.com/boxcar/)
22:48:45	105696/105696	---M-Z	200	added ('OK')	text/html	etag:%2245de-6650b667-0;gz%22	https://demoapus1.com/boxcar/pricing/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/pricing/index.html	(from https://demoapus1.com/boxcar/)
22:48:46	88348/88348	---M-Z	200	added ('OK')	text/html	etag:%223f29-6650b07f-0;gz%22	https://demoapus1.com/boxcar/compare/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/compare/index.html	(from https://demoapus1.com/boxcar/)
22:48:46	97681/97681	---M-Z	200	added ('OK')	text/html	etag:%22438d-6650b669-0;gz%22	https://demoapus1.com/boxcar/terms-and-conditions/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/terms-and-conditions/index.html	(from https://demoapus1.com/boxcar/)
22:48:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20May%202024%2015:48:39%20GMT	https://demoapus1.com/boxcar/listing-make/mercedes-benz	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/listing-make/mercedes-benz	(from https://demoapus1.com/boxcar/)
22:48:46	161505/161505	---M-Z	200	added ('OK')	text/html	etag:%225d68-6650b0ea-0;gz%22	https://demoapus1.com/boxcar/about-us/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/about-us/index.html	(from https://demoapus1.com/boxcar/)
22:48:46	113918/113918	---M-Z	200	added ('OK')	text/html	etag:%224d4d-6650b0e4-0;gz%22	https://demoapus1.com/boxcar/contact-us/	C:/My%20Web%20Sites/bestwweb/demoapus1.com/boxcar/contact-us/index.html	(from https://demoapus1.com/boxcar/)
